FID1 IID1 FID2 IID2 RT EZ Z0 Z1 Z2 PI_HAT PHE DST PPC RATIO
0 GSO-136 0 GSO-22 OT 0 0.8497 0.0 0.1503 0.1503 -1 0.750265 0.2919 1.5
0 GSO-136 0 GSO-78 OT 0 1.0 0.0 0.0 0.0 -1 0.698614 0.0005 0.3636
0 GSO-136 0 GSO-65 OT 0 0.9372 0.0628 0.0 0.0314 -1 0.707499 0.5 2.0
0 GSO-136 0 GSO-128 OT 0 1.0 0.0 0.0 0.0 -1 0.675143 0.1367 1.1429
0 GSO-136 0 GSO-116 OT 0 0.8133 0.0964 0.0903 0.1385 -1 0.748246 0.0031 0.5
0 GSO-136 0 GSO-92 OT 0 1.0 0.0 0.0 0.0 -1 0.713116 0.0502 0.875
0 GSO-136 0 GSO-139 OT 0 0.7561 0.2164 0.0275 0.1357 -1 0.743355 0.1367 1.1429
0 GSO-136 0 GSO-123 OT 0 0.845 0.0941 0.0609 0.108 -1 0.739532 0.5 2.0
0 GSO-136 0 GSO-97 OT 0 1.0 0.0 0.0 0.0 -1 0.692031 0.5 2.0
0 GSO-136 0 GSO-138 OT 0 1.0 0.0 0.0 0.0 -1 0.705429 0.0502 0.875
0 GSO-136 0 GSO-31 OT 0 1.0 0.0 0.0 0.0 -1 0.700347 0.1367 1.1429
0 GSO-136 0 GSO-15 OT 0 1.0 0.0 0.0 0.0 -1 0.691826 0.7081 2.75
0 GSO-136 0 GSO-59 OT 0 1.0 0.0 0.0 0.0 -1 0.738335 0.0142 0.6667
0 GSO-136 0 GSO-58 OT 0 1.0 0.0 0.0 0.0 -1 0.689574 0.0142 0.6667
0 GSO-136 0 GSO-12 OT 0 1.0 0.0 0.0 0.0 -1 0.677925 0.5 2.0
0 GSO-136 0 GSO-26 OT 0 0.8382 0.0165 0.1453 0.1536 -1 0.755324 0.1367 1.1429
0 GSO-136 0 GSO-86 OT 0 1.0 0.0 0.0 0.0 -1 0.683405 0.2919 1.5
0 GSO-136 0 GSO-94 OT 0 1.0 0.0 0.0 0.0 -1 0.711096 0.5 2.0
0 GSO-136 0 GSO-19 OT 0 1.0 0.0 0.0 0.0 -1 0.705411 0.1367 1.1429
0 GSO-136 0 GSO-63 OT 0 1.0 0.0 0.0 0.0 -1 0.693974 0.7081 2.75
0 GSO-42 0 GSO-38 OT 0 0.8933 0.0 0.1067 0.1067 -1 0.735267 0.5 2.0
0 GSO-42 0 GSO-111 OT 0 0.8503 0.0 0.1497 0.1497 -1 0.751204 0.5 2.0
0 GSO-42 0 GSO-20 OT 0 1.0 0.0 0.0 0.0 -1 0.714609 0.2919 1.5
0 GSO-42 0 GSO-28 OT 0 1.0 0.0 0.0 0.0 -1 0.681193 0.0502 0.875
0 GSO-42 0 GSO-115 OT 0 1.0 0.0 0.0 0.0 -1 0.712009 0.0142 0.6667
0 GSO-42 0 GSO-125 OT 0 1.0 0.0 0.0 0.0 -1 0.664621 0.0502 0.875
0 GSO-42 0 GSO-87 OT 0 1.0 0.0 0.0 0.0 -1 0.663419 0.1367 1.1429
0 GSO-42 0 GSO-120 OT 0 1.0 0.0 0.0 0.0 -1 0.701807 0.7081 2.75
0 GSO-42 0 GSO-141 OT 0 1.0 0.0 0.0 0.0 -1 0.712602 0.7081 2.75
0 GSO-42 0 GSO-2 OT 0 1.0 0.0 0.0 0.0 -1 0.718421 0.0502 0.875
0 GSO-42 0 GSO-45 OT 0 1.0 0.0 0.0 0.0 -1 0.682848 0.2919 1.5
0 GSO-42 0 GSO-18 OT 0 1.0 0.0 0.0 0.0 -1 0.70685 0.5 2.0
