FID1 IID1 FID2 IID2 RT EZ Z0 Z1 Z2 PI_HAT PHE DST PPC RATIO
0 GSO-43 0 GSO-25 OT 0 1.0 0.0 0.0 0.0 -1 0.667691 0.0142 0.6667
0 GSO-43 0 GSO-130 OT 0 0.8496 0.1404 0.01 0.0802 -1 0.729929 0.5 2.0
0 GSO-43 0 GSO-39 OT 0 1.0 0.0 0.0 0.0 -1 0.699099 0.7081 2.75
0 GSO-43 0 GSO-140 OT 0 1.0 0.0 0.0 0.0 -1 0.71324 0.5 2.0
0 GSO-43 0 GSO-118 OT 0 0.7204 0.2796 0.0 0.1398 -1 0.730446 0.2919 1.5
0 GSO-43 0 GSO-6 OT 0 1.0 0.0 0.0 0.0 -1 0.711015 0.0502 0.875
0 GSO-43 0 GSO-24 OT 0 0.948 0.052 0.0 0.026 -1 0.712901 0.7081 2.75
0 GSO-43 0 GSO-32 OT 0 1.0 0.0 0.0 0.0 -1 0.710367 0.7081 2.75
0 GSO-43 0 GSO-75 OT 0 0.9149 0.0851 0.0 0.0425 -1 0.71609 0.1367 1.1429
0 GSO-43 0 GSO-81 OT 0 1.0 0.0 0.0 0.0 -1 0.692218 0.0001 0.25
0 GSO-43 0 GSO-13 OT 0 0.9251 0.0749 0.0 0.0375 -1 0.707378 0.2919 1.5
0 GSO-43 0 GSO-109 OT 0 1.0 0.0 0.0 0.0 -1 0.710537 0.5 2.0
0 GSO-43 0 GSO-48 OT 0 1.0 0.0 0.0 0.0 -1 0.672321 0.0502 0.875
0 GSO-43 0 GSO-23 OT 0 0.7402 0.2326 0.0272 0.1435 -1 0.745054 0.0142 0.6667
0 GSO-43 0 GSO-29 OT 0 1.0 0.0 0.0 0.0 -1 0.713084 0.2919 1.5
0 GSO-43 0 GSO-91 OT 0 1.0 0.0 0.0 0.0 -1 0.709241 0.0142 0.6667
0 GSO-43 0 GSO-95 OT 0 0.7258 0.2216 0.0526 0.1634 -1 0.751155 0.0929 1.0
0 GSO-43 0 GSO-114 OT 0 1.0 0.0 0.0 0.0 -1 0.690912 0.1367 1.1429
0 GSO-43 0 GSO-17 OT 0 1.0 0.0 0.0 0.0 -1 0.721216 0.0502 0.875
0 GSO-43 0 GSO-134 OT 0 1.0 0.0 0.0 0.0 -1 0.70222 0.2919 1.5
0 GSO-43 0 GSO-124 OT 0 0.9258 0.0 0.0742 0.0742 -1 0.727637 0.0294 0.75
0 GSO-43 0 GSO-64 OT 0 1.0 0.0 0.0 0.0 -1 0.708788 0.1367 1.1429
0 GSO-43 0 GSO-60 OT 0 1.0 0.0 0.0 0.0 -1 0.699454 0.2919 1.5
0 GSO-43 0 GSO-104 OT 0 1.0 0.0 0.0 0.0 -1 0.711083 0.0142 0.6667
0 GSO-43 0 GSO-143 OT 0 1.0 0.0 0.0 0.0 -1 0.685686 0.2919 1.5
0 GSO-43 0 GSO-10 OT 0 1.0 0.0 0.0 0.0 -1 0.697913 0.2919 1.5
0 GSO-43 0 GSO-1 OT 0 1.0 0.0 0.0 0.0 -1 0.687159 0.1367 1.1429
0 GSO-43 0 GSO-142 OT 0 1.0 0.0 0.0 0.0 -1 0.704283 0.0502 0.875
0 GSO-43 0 GSO-83 OT 0 1.0 0.0 0.0 0.0 -1 0.699223 0.5 2.0
0 GSO-43 0 GSO-72 OT 0 0.8756 0.0766 0.0478 0.0861 -1 0.733817 0.0502 0.875
0 GSO-43 0 GSO-53 OT 0 1.0 0.0 0.0 0.0 -1 0.69987 0.1367 1.1429
0 GSO-43 0 GSO-101 OT 0 0.4285 0.54 0.0314 0.3014 -1 0.780099 0.7081 2.75
0 GSO-43 0 GSO-103 OT 0 1.0 0.0 0.0 0.0 -1 0.709982 0.2919 1.5
0 GSO-43 0 GSO-131 OT 0 1.0 0.0 0.0 0.0 -1 0.690905 0.5 2.0
0 GSO-43 0 GSO-71 OT 0 1.0 0.0 0.0 0.0 -1 0.68819 0.0502 0.875
0 GSO-43 0 GSO-80 OT 0 1.0 0.0 0.0 0.0 -1 0.692613 0.0142 0.6667
0 GSO-43 0 GSO-88 OT 0 1.0 0.0 0.0 0.0 -1 0.703145 0.5 2.0
